sessionid,email,createdate,language,country,processed,total,converted
1o1mni7n8qmeq8hr5f,,2025-08-25 00:27:06.256861+02,fr,FR,False,22.3,False
1o1mni7n8qmeq9dgyl,,2025-08-25 00:27:09.199593+02,fr,FR,False,0.0,False
1o1mni7n8qmeqcw2g4,anon+12af091734fa@example.invalid,2025-08-25 02:15:45.81275+02,en,GB,True,18.5,True
1o1mni7n8qmeqgebng,,2025-08-25 03:45:12.909031+02,de,ES,False,,False
1o1mni7n8qmeqikteq,,2025-08-25 05:40:06.968437+02,es,ES,False,,False
1o1mni7n8qmeqmxz2f,,2025-08-25 06:47:28.310835+02,de,DE,False,0.0,False
1o1mni7n8qmeqotqet,,2025-08-25 07:43:11.179916+02,de,DE,False,0.0,False
1o1mni7n8qmeqowdeg,anon+ca2fadae131f@example.invalid,2025-08-25 07:44:49.828632+02,fr,FR,True,,False
1o1mni7n8qmeqoxwo7,,2025-08-25 07:46:13.680837+02,fr,FR,False,,False
1o1mni7n8qmeqpm7om,,2025-08-25 08:05:18.704155+02,it,IT,False,11.8,False
1o1mni7n8qmeqqelst,,2025-08-25 08:40:31.897856+02,en,GB,False,,False
1o1mni7n8qmeqqywab,anon+b1e3b5485cea@example.invalid,2025-08-25 08:54:51.802021+02,es,ES,True,17.8,True
1o1mni7n8qmeqs1ofs,,2025-08-25 09:10:31.22762+02,es,ES,False,17.8,False
1o1mni7n8qmeqs3q3r,anon+6d5bcc128fbe@example.invalid,2025-08-25 17:36:16.165728+02,es,ES,True,0.0,True
1o1mni7n8qmeqsdtu9,anon+f0a72ecd2504@example.invalid,2025-08-25 09:27:47.853206+02,es,ES,True,0.0,True
1o1mni7n8qmeqt4jx1,,2025-08-25 09:41:57.326619+02,es,ES,False,13.8,False
1o1mni7n8qmeqtpoog,,2025-08-25 09:56:39.298496+02,fr,FR,False,0.0,False
1o1mni7n8qmeqtwwyp,,2025-08-25 10:07:58.768326+02,en,GB,False,,False
1o1mni7n8qmequ3jp3,anon+fd55f99c69ba@example.invalid,2025-08-25 10:14:42.79169+02,es,ES,True,21.3,True
1o1mni7n8qmequeu96,,2025-08-25 10:18:32.812315+02,en,GB,False,28.4,False
1o1mni7n8qmequflqd,anon+2892162ee3de@example.invalid,2025-08-25 10:22:59.293179+02,fr,FR,True,,False
1o1mni7n8qmeqursg3,anon+4fc4c91a4274@example.invalid,2025-08-25 11:09:15.965551+02,es,ES,True,0.0,True
1o1mni7n8qmeqvfmd7,anon+0b4534d2691f@example.invalid,2025-08-25 10:55:55.984805+02,es,ES,True,31.8,True
1o1mni7n8qmeqx2ydn,,2025-08-25 11:33:18.424507+02,es,ES,False,10.8,False
1o1mni7n8qmeqxlpbx,,2025-08-25 11:47:59.340727+02,es,ES,False,17.8,False
1o1mni7n8qmeqy7dp8,,2025-08-25 12:05:55.096437+02,de,DE,False,17.2,False
1o1mni7n8qmeqyso17,,2025-08-25 12:18:49.57878+02,es,RU,False,0.0,False
1o1mni7n8qmeqz6ph1,,2025-08-25 12:32:12.253385+02,es,ES,False,17.8,False
1o1mni7n8qmeqzbhdm,anon+f709777ea176@example.invalid,2025-08-25 12:34:13.730339+02,fr,FR,True,22.3,False
1o1mni7n8qmeqzzj3p,,2025-08-25 12:53:05.451403+02,es,ES,False,,False
1o1mni7n8qmer01glh,,2025-08-25 13:01:48.78833+02,en,GB,False,14.8,False
1o1mni7n8qmer0dskz,anon+d8cd1917a730@example.invalid,2025-08-25 13:06:40.718721+02,en,GB,True,59.74,True
1o1mni7n8qmer1p90k,,2025-08-25 13:45:35.181607+02,it,IT,False,0.0,False
1o1mni7n8qmer1rqls,,2025-08-25 13:42:03.776546+02,en,GB,False,0.0,False
1o1mni7n8qmer36znd,,2025-08-25 14:25:35.53404+02,es,ES,False,31.5,False
1o1mni7n8qmer39d38,anon+1da9b783fff0@example.invalid,2025-08-25 14:29:54.534633+02,en,GB,True,14.4,False
1o1mni7n8qmer3aiwz,,2025-08-25 14:34:35.88233+02,es,ES,False,14.3,False
1o1mni7n8qmer3akhs,anon+d08399387daf@example.invalid,2025-08-25 14:29:38.975145+02,en,GB,True,35.4,True
1o1mni7n8qmer3c2q8,,2025-08-25 14:28:47.19079+02,de,DE,False,14.8,False
1o1mni7n8qmer76fg2,anon+a6eeafeba33f@example.invalid,2025-08-26 21:42:12.21527+02,es,ES,True,13.8,True
1o1mni7n8qmer86yl6,anon+556750a5fde3@example.invalid,2025-08-25 16:44:51.087777+02,fr,FR,True,45.69,False
1o1mni7n8qmer8wcbp,anon+c6d2311ec017@example.invalid,2025-08-25 17:18:35.964373+02,de,DE,True,22.3,True
1o1mni7n8qmer8zer9,,2025-08-25 17:17:13.647297+02,en,GB,False,24.9,False
1o1mni7n8qmer9e316,anon+a976424828b3@example.invalid,2025-08-25 18:20:33.506012+02,es,ES,True,28.3,True
1o1mni7n8qmer9unqi,,2025-08-25 17:39:41.628533+02,es,ES,False,31.8,False
1o1mni7n8qmer9uree,,2025-08-25 17:36:22.57592+02,es,ES,False,21.3,False
1o1mni7n8qmeradi7t,,2025-08-25 17:48:11.182432+02,en,GB,False,17.9,False
1o1mni7n8qmerb1eaj,,2025-08-25 18:17:07.601048+02,es,ES,False,22.91,False
1o1mni7n8qmerb7t1i,anon+157d5bbfcf0f@example.invalid,2025-08-25 18:16:58.233358+02,fr,CH,True,42.1,True
1o1mni7n8qmerbrbzc,anon+632cd5ca6b6c@example.invalid,2025-08-25 18:31:08.862898+02,de,DE,True,,True
1o1mni7n8qmerbu5f0,anon+485a7aaeb854@example.invalid,2025-08-25 18:31:57.537456+02,fr,FR,True,18.8,True
1o1mni7n8qmerbw6gg,,2025-08-25 18:34:41.269769+02,en,GB,False,17.9,False
1o1mni7n8qmercdxj8,,2025-08-25 18:48:19.531294+02,es,ES,False,21.3,False
1o1mni7n8qmercmmms,,2025-08-25 22:32:23.829907+02,sv,SE,False,223.0,False
1o1mni7n8qmerdcfna,anon+fd3600aff9a4@example.invalid,2025-08-25 19:14:01.057832+02,es,ES,True,10.8,True
1o1mni7n8qmerdfwec,anon+f0ad33438384@example.invalid,2025-08-25 19:57:52.617461+02,es,ES,True,,False
1o1mni7n8qmerdlq7v,,2025-08-25 19:34:16.476861+02,de,DE,False,14.8,False
1o1mni7n8qmerdnuvz,,2025-08-25 19:19:45.224378+02,en,GB,False,10.9,False
1o1mni7n8qmere040r,anon+663d6354d747@example.invalid,2025-08-25 19:25:21.778959+02,en,DE,True,,False
1o1mni7n8qmerep83b,anon+2329dc622d5e@example.invalid,2025-08-25 20:50:12.914383+02,de,DE,True,,True
1o1mni7n8qmerfsju8,,2025-08-25 20:17:05.900689+02,it,IT,False,0.0,False
1o1mni7n8qmerfwlzb,,2025-08-30 15:41:47.974199+02,es,ES,False,,False
1o1mni7n8qmergdvop,,2025-08-25 20:41:28.790755+02,es,ES,False,26.7,False
1o1mni7n8qmerggs7l,anon+24dbfea15086@example.invalid,2025-08-25 20:44:08.827835+02,es,ES,True,21.3,True
1o1mni7n8qmergp1xu,,2025-08-25 20:43:05.273954+02,es,ES,False,13.4,False
1o1mni7n8qmergpi27,,2025-08-25 20:42:50.538803+02,es,ES,False,27.7,False
1o1mni7n8qmergpqmb,anon+0967fd2b3725@example.invalid,2025-08-25 20:50:47.086846+02,en,GB,True,17.9,True
1o1mni7n8qmergy0wj,,2025-08-25 20:48:51.230628+02,it,IT,False,14.8,False
1o1mni7n8qmerh6of2,anon+74ea7824a7ff@example.invalid,2025-08-25 20:58:54.697076+02,en,GB,True,21.4,False
1o1mni7n8qmeri96wl,,2025-08-25 21:28:40.701171+02,de,DE,False,,False
1o1mni7n8qmerjbik7,,2025-08-25 21:53:19.839863+02,en,GB,False,0.0,False
1o1mni7n8qmerjec54,,2025-08-25 22:03:43.207581+02,fr,FR,False,15.3,False
1o1mni7n8qmerjh5ss,,2025-08-25 21:57:43.23756+02,en,GB,False,0.0,True
1o1mni7n8qmerjic3v,,2025-08-25 22:06:50.845338+02,en,GB,False,17.9,False
1o1mni7n8qmerjigfv,anon+17c456d927be@example.invalid,2025-08-25 22:01:41.335326+02,es,ES,True,,False
1o1mni7n8qmerjmet4,anon+d75a7890589b@example.invalid,2025-08-28 13:48:03.160954+02,es,ES,True,17.8,True
1o1mni7n8qmerjsqdq,,2025-08-25 22:08:09.895799+02,de,DE,False,11.8,False
1o1mni7n8qmerkan7u,anon+8b72bc929b2a@example.invalid,2025-08-25 22:29:06.170061+02,en,GB,True,17.9,False
1o1mni7n8qmerll4kk,,2025-08-25 22:59:08.196102+02,it,IT,False,21.18,False
1o1mni7n8qmerlya7h,,2025-08-25 23:09:08.405018+02,de,DE,False,0.0,False
1o1mni7n8qmerqmebt,,2025-08-26 01:19:54.380551+02,de,DE,False,10.7,False
1o1mni7n8qmerrgj39,,2025-08-26 01:41:11.870481+02,es,ES,False,0.0,False
1o1mni7n8qmers267l,,2025-08-26 02:01:51.179054+02,es,ES,False,,False
1o1mni7n8qmerv1f0i,anon+b3e39d87e8a1@example.invalid,2025-08-26 03:35:48.732528+02,es,ES,True,,False
1o1mni7n8qmes0xias,,2025-08-26 06:28:53.76197+02,de,DE,True,0.0,True
1o1mni7n8qmes43kll,,2025-08-26 07:35:01.475706+02,en,GB,False,,False
1o1mni7n8qmes54891,,2025-08-26 08:04:08.511301+02,de,DE,False,14.8,False
1o1mni7n8qmes6g0r9,anon+54959b75708f@example.invalid,2025-08-26 08:48:03.969526+02,es,ES,True,,False
1o1mni7n8qmes6kdp8,,2025-08-26 10:32:57.028427+02,de,DE,False,29.3,False
1o1mni7n8qmes78km0,anon+ff8eea0d9fe0@example.invalid,2025-08-26 09:12:20.448718+02,en,GB,True,17.9,True
1o1mni7n8qmes8crhj,,2025-08-26 09:39:59.325587+02,es,ES,False,31.8,False
1o1mni7n8qmesa046l,,2025-08-26 10:22:56.445767+02,es,ES,False,19.6,False
1o1mni7n8qmesa0gje,anon+f699d3566a2d@example.invalid,2025-08-26 10:20:33.711028+02,es,DE,True,0.0,False
1o1mni7n8qmesa2vjv,,2025-08-26 10:25:29.946576+02,es,ES,False,10.8,False
1o1mni7n8qmesaih15,,2025-08-26 10:34:33.796115+02,de,DE,False,,False
1o1mni7n8qmesaih2n,,2025-08-26 10:34:33.847818+02,de,DE,False,,False
1o1mni7n8qmesamn27,,2025-08-26 10:55:10.04959+02,es,ES,False,27.75,False
1o1mni7n8qmesaw34h,,2025-08-26 10:56:44.981669+02,es,ES,False,21.3,False
1o1mni7n8qmesbbghz,anon+c413e3d9908d@example.invalid,2025-08-26 10:59:18.782869+02,en,GB,True,23.4,True
1o1mni7n8qmesbe0kc,anon+8350d0a765b2@example.invalid,2025-08-26 11:04:03.767114+02,en,GB,True,24.9,False
1o1mni7n8qmesbvvrq,anon+9a631bb59da6@example.invalid,2025-08-26 11:26:32.51236+02,en,GB,True,,False
1o1mni7n8qmesc2n72,anon+de44b0203d9d@example.invalid,2025-08-26 11:24:41.584756+02,it,IT,True,22.3,True
1o1mni7n8qmesc43ms,anon+476dbfb59538@example.invalid,2025-08-26 11:41:33.217152+02,es,ES,True,,False
1o1mni7n8qmesdb21d,anon+68140e50a9ea@example.invalid,2025-08-26 11:58:02.99256+02,es,ES,True,,False
1o1mni7n8qmesddtvt,anon+84d2dc86cddb@example.invalid,2025-08-26 12:23:47.959249+02,fr,FR,True,25.8,True
1o1mni7n8qmesdr54d,,2025-08-26 12:13:56.598497+02,es,ES,False,24.8,False
1o1mni7n8qmesdsp2i,,2025-08-26 12:09:13.219641+02,it,IT,False,14.8,False
1o1mni7n8qmeseoshn,,2025-08-26 12:35:17.822769+02,de,DE,False,11.8,False
1o1mni7n8qmesjm5n7,,2025-08-26 14:50:26.226161+02,de,DE,False,14.85,False
1o1mni7n8qmeskcyy2,anon+05fc47efae4c@example.invalid,2025-08-26 15:11:57.967454+02,es,ES,True,42.68,True
1o1mni7n8qmeskhpav,,2025-08-26 15:18:07.141244+02,en,FR,False,25.8,False
1o1mni7n8qmeskq06b,anon+a668c5f8a028@example.invalid,2025-08-26 15:35:52.401542+02,es,ES,True,,False
1o1mni7n8qmesldoim,anon+776ccde29241@example.invalid,2025-08-26 15:53:45.169844+02,es,ES,True,24.8,True
1o1mni7n8qmeslgaq6,anon+2a1b31853175@example.invalid,2025-08-26 15:42:09.010038+02,en,FR,True,21.62,True
1o1mni7n8qmesncm7q,anon+5f698779725b@example.invalid,2025-08-26 16:37:55.760242+02,es,ES,True,,False
1o1mni7n8qmesndavm,,2025-08-26 16:34:49.95689+02,fr,FR,False,,False
1o1mni7n8qmesnedji,,2025-08-26 16:35:29.971152+02,fr,FR,False,22.3,False
1o1mni7n8qmesntja6,anon+17ae3e9709fb@example.invalid,2025-08-26 16:52:03.653709+02,en,GB,True,,False
1o1mni7n8qmesob12w,anon+3029e99f3c79@example.invalid,2025-08-26 17:23:15.608704+02,es,ES,True,28.3,True
1o1mni7n8qmespp30u,anon+cf0ea55c70eb@example.invalid,2025-08-26 19:53:02.835729+02,es,ES,True,41.68,True
1o1mni7n8qmespwzvw,,2025-08-26 17:57:50.098317+02,es,ES,True,,True
1o1mni7n8qmesqbmv5,anon+926fe0ba5c8f@example.invalid,2025-08-26 18:06:02.9166+02,es,ES,True,21.3,True
1o1mni7n8qmesqdwry,anon+1e30ecfe2269@example.invalid,2025-08-26 18:08:13.286954+02,es,ES,True,,False
1o1mni7n8qmesqo1pj,,2025-08-26 18:07:37.116326+02,de,DE,False,18.9,False
1o1mni7n8qmesqt3r0,,2025-08-26 18:34:21.775588+02,es,ES,False,24.8,False
1o1mni7n8qmesro2z7,,2025-08-26 18:38:06.266953+02,fr,FR,False,,False
1o1mni7n8qmest3xzu,,2025-08-26 19:15:10.493607+02,fr,FR,False,0.0,False
1o1mni7n8qmesttax8,,2025-08-26 19:48:20.753679+02,es,ES,False,24.8,False
1o1mni7n8qmesu9zhl,,2025-08-26 19:56:52.83158+02,de,DE,False,23.8,False
1o1mni7n8qmesuw3e1,anon+d7b872fb8e53@example.invalid,2025-08-28 05:30:54.068286+02,fr,FR,True,11.8,False
1o1mni7n8qmesv5tqy,,2025-08-26 20:12:38.871313+02,es,RO,False,,False
1o1mni7n8qmesvc9k0,anon+a7499ed52164@example.invalid,2025-08-26 20:20:33.934973+02,es,ES,True,24.8,True
1o1mni7n8qmesvp2wn,,2025-08-26 20:31:25.31841+02,fr,FR,False,11.8,False
1o1mni7n8qmesvqfn8,anon+e1eb372b76cd@example.invalid,2025-08-26 20:28:55.68023+02,fr,FR,True,25.8,True
1o1mni7n8qmesw367f,anon+a0ebef0a8441@example.invalid,2025-08-26 20:53:40.417255+02,es,ES,True,,False
1o1mni7n8qmeswck2w,anon+6e01e6581f6e@example.invalid,2025-08-26 20:58:24.276247+02,es,CO,True,,False
1o1mni7n8qmeswdr3c,anon+d6f207d94dc0@example.invalid,2025-08-26 21:02:39.782111+02,de,DE,True,38.34,True
1o1mni7n8qmeswe93f,,2025-08-26 20:53:18.828937+02,en,GB,False,17.9,False
1o1mni7n8qmeswne9w,,2025-08-26 21:01:21.554452+02,de,DE,False,36.3,False
1o1mni7n8qmesxawq2,,2025-08-26 21:16:39.23662+02,en,GB,False,10.9,False
1o1mni7n8qmesxcusw,,2025-08-30 11:18:07.037001+02,it,IT,False,18.7,False
1o1mni7n8qmesxpw8u,anon+8eb6e219d243@example.invalid,2025-08-26 21:39:57.021082+02,fr,FR,True,,False
1o1mni7n8qmesyg3hc,,2025-08-26 21:47:01.342382+02,de,DE,False,0.0,False
1o1mni7n8qmesykibi,anon+73f1cf28d983@example.invalid,2025-08-26 21:58:14.554578+02,es,ES,True,0.0,True
1o1mni7n8qmesyyhi2,,2025-08-30 22:29:54.522494+02,en,GB,True,,True
1o1mni7n8qmesz3lvy,anon+42185bf64821@example.invalid,2025-08-26 22:08:07.783211+02,en,GB,True,14.4,False
1o1mni7n8qmeszaxdk,,2025-08-26 22:11:47.59848+02,sv,SE,False,0.0,False
1o1mni7n8qmeszoj41,,2025-08-26 22:25:33.33602+02,it,IT,False,24.8,False
1o1mni7n8qmesztfeg,,2025-08-26 22:22:55.988068+02,en,US,False,0.0,False
1o1mni7n8qmet1dbq7,anon+8b162a117ccb@example.invalid,2025-08-27 00:14:44.750408+02,en,GB,True,28.4,True
1o1mni7n8qmet1jut1,anon+8350d0a765b2@example.invalid,2025-08-26 23:11:28.707021+02,en,GB,True,0.0,True
1o1mni7n8qmet1ol45,anon+f80e740a9796@example.invalid,2025-08-26 23:22:27.182039+02,en,GB,True,24.9,False
1o1mni7n8qmet7h7iz,anon+201b7514f2bd@example.invalid,2025-08-27 02:04:43.524618+02,es,ES,True,17.82,False
1o1mni7n8qmet7t1ps,,2025-08-27 02:15:42.305833+02,es,ES,False,21.3,False
1o1mni7n8qmetafhoe,,2025-08-27 03:20:03.333743+02,en,GB,False,,False
1o1mni7n8qmetbmfoq,,2025-08-27 03:54:47.536605+02,es,ES,False,26.8,False
1o1mni7n8qmetch33c,,2025-08-27 04:24:32.033869+02,fr,FR,False,14.89,False
1o1mni7n8qmetf65nt,,2025-08-27 05:35:35.344563+02,fr,FR,False,,False
1o1mni7n8qmetf850r,anon+fe9c3ebc52f6@example.invalid,2025-08-27 05:41:08.687595+02,es,ES,True,0.0,False
1o1mni7n8qmeth8hrq,anon+56c93a010513@example.invalid,2025-08-27 06:30:41.238457+02,en,GB,True,0.0,False
1o1mni7n8qmeti32cg,,2025-08-27 09:24:41.268015+02,es,ES,False,38.7,False
1o1mni7n8qmetk3vfe,,2025-08-27 08:04:41.5544+02,es,ES,False,13.8,False
1o1mni7n8qmetk533l,anon+2123ab5e9c87@example.invalid,2025-08-27 07:57:44.985233+02,de,DE,True,13.22,False
1o1mni7n8qmetk5hjy,anon+83c38c139be1@example.invalid,2025-08-27 14:39:57.492276+02,de,DE,True,0.0,True
1o1mni7n8qmetkafnv,,2025-08-27 07:58:53.150177+02,es,ES,False,10.8,False
1o1mni7n8qmetkndc5,anon+f4468e9df510@example.invalid,2025-08-27 08:30:56.58515+02,fr,FR,True,32.8,False
1o1mni7n8qmetl373l,anon+2364f6a58ec9@example.invalid,2025-08-27 08:39:33.687195+02,fr,FR,True,,False
1o1mni7n8qmetlavvj,,2025-08-27 08:24:57.615345+02,en,GB,False,30.1,False
1o1mni7n8qmetmog8f,,2025-08-27 09:05:16.543017+02,fr,FR,False,,False
1o1mni7n8qmetms8s3,anon+7a494b02a14a@example.invalid,2025-08-27 09:07:04.005354+02,en,GB,True,0.0,False
1o1mni7n8qmetmspm9,anon+1c2d0fe8599a@example.invalid,2025-08-30 18:31:00.764556+02,es,ES,True,28.3,False
1o1mni7n8qmetp54iw,anon+cd436c426958@example.invalid,2025-08-27 10:20:50.363633+02,es,ES,True,20.62,True
1o1mni7n8qmetqli25,anon+cdb5e04c0582@example.invalid,2025-08-27 10:57:47.328367+02,en,GB,True,,False
1o1mni7n8qmetrb8p4,anon+0f6be3e96cde@example.invalid,2025-08-27 11:25:23.375087+02,es,ES,True,24.8,False
1o1mni7n8qmetrcigg,anon+bd0dcba2528a@example.invalid,2025-08-27 11:17:52.33628+02,es,ES,True,,False
1o1mni7n8qmetri98r,anon+ddd549f62def@example.invalid,2025-08-27 12:07:58.145321+02,it,IT,True,26.7,True
1o1mni7n8qmetryciy,anon+ea5e9c2fbed1@example.invalid,2025-08-27 13:50:32.046691+02,es,ES,True,,False
1o1mni7n8qmets4twl,anon+fa411b46ce5c@example.invalid,2025-08-27 11:40:40.047885+02,fr,FR,True,11.8,True
1o1mni7n8qmets7gbr,,2025-08-27 11:40:35.417515+02,it,IT,False,18.7,False
1o1mni7n8qmetswzm0,,2025-08-27 12:21:32.955308+02,es,ES,False,,False
1o1mni7n8qmett1co4,anon+b8bb28e2109c@example.invalid,2025-08-27 12:08:13.784812+02,en,GB,True,,False
1o1mni7n8qmettaqk9,anon+16324c555abc@example.invalid,2025-08-30 08:24:43.97401+02,en,GB,True,,False
1o1mni7n8qmettchpb,,2025-08-27 12:09:52.79936+02,es,ES,False,0.0,False
1o1mni7n8qmetuwri8,,2025-08-27 12:53:19.135932+02,en,GB,False,0.0,False
1o1mni7n8qmetv65xc,anon+b0954695a900@example.invalid,2025-08-27 13:09:20.31397+02,en,GB,True,24.9,True
1o1mni7n8qmetva48k,anon+5868f6ec1aab@example.invalid,2025-08-27 13:14:04.793451+02,es,ES,True,0.0,True
1o1mni7n8qmetva5pc,,2025-08-27 13:03:47.359043+02,en,GB,False,0.0,False
1o1mni7n8qmetvg2b2,,2025-08-27 13:10:23.779739+02,en,GB,False,0.0,False
1o1mni7n8qmetvg805,,2025-08-27 13:09:26.525853+02,es,ES,False,0.0,False
1o1mni7n8qmetvknta,anon+4641e3b1608a@example.invalid,2025-08-27 13:17:57.920197+02,es,ES,True,,False
1o1mni7n8qmetvp3yh,anon+c68fc3e01050@example.invalid,2025-08-27 13:17:51.593225+02,fr,FR,True,24.2,False
1o1mni7n8qmetwtyy7,anon+be5eb77a495c@example.invalid,2025-08-27 13:54:02.051552+02,fr,FR,True,,False
1o1mni7n8qmetwvcfz,,2025-08-27 13:52:44.784807+02,de,DE,False,,False
1o1mni7n8qmetxiv7u,,2025-08-29 21:08:17.229532+02,fr,FR,False,53.7,False
1o1mni7n8qmetxn3x6,anon+d276406dd8bc@example.invalid,2025-08-27 14:10:46.850093+02,fr,FR,True,11.8,True
1o1mni7n8qmetxyqa8,,2025-08-27 14:24:34.665784+02,it,IT,False,14.85,False
1o1mni7n8qmety1b65,,2025-08-27 14:27:51.178039+02,en,GB,False,0.0,False
1o1mni7n8qmetyp9ap,anon+b1e5930f945b@example.invalid,2025-08-27 18:00:06.439514+02,it,IT,True,18.8,True
1o1mni7n8qmetyr13r,,2025-08-27 14:42:20.664945+02,en,GB,False,0.0,False
1o1mni7n8qmeu0g9p0,anon+257aa15ac356@example.invalid,2025-08-27 15:35:44.701841+02,es,ES,True,21.3,True
1o1mni7n8qmeu1f9ij,,2025-08-27 15:55:47.779807+02,es,ES,False,0.0,False
1o1mni7n8qmeu1oaqe,anon+87d4278374e2@example.invalid,2025-08-27 16:26:54.022157+02,es,ES,True,,True
1o1mni7n8qmeu28zkc,anon+93fdbb507c13@example.invalid,2025-08-27 16:18:57.847482+02,fr,FR,True,38.1,True
1o1mni7n8qmeu331o4,anon+e70f3dd7e314@example.invalid,2025-08-27 16:56:13.49225+02,es,ES,True,28.3,True
1o1mni7n8qmeu42y8e,anon+bc8b94a9f42f@example.invalid,2025-08-27 17:17:04.222724+02,en,GB,True,,False
1o1mni7n8qmeu5i4kk,anon+e6f7826f3973@example.invalid,2025-08-27 17:58:21.574305+02,es,ES,True,,False
1o1mni7n8qmeu5ibkh,,2025-08-27 17:50:01.800347+02,es,ES,False,,False
1o1mni7n8qmeu6thtd,anon+5725993671c2@example.invalid,2025-08-31 14:15:50.971343+02,es,ES,True,21.3,True
1o1mni7n8qmeu6u1ms,,2025-08-27 18:31:22.821648+02,en,ES,False,10.8,False
1o1mni7n8qmeu70ekn,,2025-08-27 18:39:19.492706+02,en,GB,False,16.9,False
1o1mni7n8qmeu7d3uk,anon+bc8b94a9f42f@example.invalid,2025-08-28 11:23:23.612896+02,en,GB,True,15.3,True
1o1mni7n8qmeu8ghn1,anon+c2d4b8037cab@example.invalid,2025-08-27 19:15:32.172786+02,en,GB,True,17.9,True
1o1mni7n8qmeu8ri7n,,2025-08-27 19:54:18.493837+02,de,DE,False,25.8,False
1o1mni7n8qmeu99i14,anon+6c728b45ddba@example.invalid,2025-08-27 19:35:42.173862+02,de,DE,True,35.75,True
1o1mni7n8qmeu9kq0f,anon+a4374673c7f8@example.invalid,2025-08-27 19:53:05.774407+02,sv,SE,True,223.0,False
1o1mni7n8qmeu9kv3g,,2025-08-27 19:45:19.054021+02,en,GB,False,10.9,False
1o1mni7n8qmeu9u7h6,anon+bf6c77bdf8cc@example.invalid,2025-08-27 19:55:20.340246+02,en,GB,True,14.4,False
1o1mni7n8qmeu9y87g,,2025-08-27 19:54:51.934578+02,en,GB,False,13.8,False
1o1mni7n8qmeuaepij,,2025-08-27 20:25:36.735097+02,de,DE,False,49.65,False
1o1mni7n8qmeubvcwt,anon+cdf2cc4c6a05@example.invalid,2025-08-27 20:55:26.360045+02,en,GB,True,21.4,False
1o1mni7n8qmeucutdi,,2025-08-27 21:21:01.048507+02,sv,SE,False,258.0,False
1o1mni7n8qmeudbz1b,anon+5b87c0b36a49@example.invalid,2025-08-27 22:24:40.9372+02,en,GB,True,17.9,False
1o1mni7n8qmeue1u4b,,2025-08-27 21:51:47.092641+02,es,ES,False,,False
1o1mni7n8qmeue284n,anon+bcd5d01f45ff@example.invalid,2025-08-27 22:25:12.026755+02,fr,FR,True,22.3,True
1o1mni7n8qmeufsjxb,,2025-08-27 22:48:43.359528+02,es,ES,False,31.8,False
1o1mni7n8qmeugg9w3,,2025-08-27 23:00:44.138434+02,fr,FR,False,,False
1o1mni7n8qmeuhe9jm,anon+776ccde29241@example.invalid,2025-08-30 11:29:03.12684+02,es,ES,True,0.0,True
1o1mni7n8qmeuhnmpc,,2025-08-27 23:41:34.230173+02,es,ES,False,21.3,False
1o1mni7n8qmeui0hke,anon+690ee7b727c6@example.invalid,2025-08-27 23:47:02.873087+02,es,ES,True,,False
1o1mni7n8qmeujifai,,2025-08-28 00:30:21.17298+02,fr,FR,False,11.8,False
1o1mni7n8qmeuk20ty,anon+ea9676d024a0@example.invalid,2025-08-28 00:46:57.712802+02,en,GB,True,,False
1o1mni7n8qmeunxrfx,anon+5d09bdbeef85@example.invalid,2025-08-28 02:42:44.544122+02,es,ES,True,,False
1o1mni7n8qmeup8qdq,,2025-08-28 03:12:23.181088+02,es,ES,False,17.7,False
1o1mni7n8qmeuplx99,anon+3e984466812b@example.invalid,2025-08-28 03:39:43.709593+02,es,ES,True,68.09,True
1o1mni7n8qmeutpfvm,,2025-08-28 05:10:01.447108+02,es,ES,False,43.5,False
1o1mni7n8qmeuw9p2v,anon+3afb341f05a5@example.invalid,2025-08-28 06:34:49.035871+02,en,GB,True,14.4,True
1o1mni7n8qmeuzkdbz,,2025-08-28 08:01:56.283936+02,de,DE,False,35.75,False
1o1mni7n8qmev00izd,,2025-08-28 08:05:04.453468+02,fr,FR,False,24.2,False
1o1mni7n8qmev0uc81,anon+95ee9c6f4eed@example.invalid,2025-08-28 08:39:41.906098+02,es,ES,True,24.8,False
1o1mni7n8qmev14f0y,anon+417940ef74d0@example.invalid,2025-08-28 08:40:50.306401+02,de,DE,True,48.5,False
1o1mni7n8qmev1te74,anon+604b98aa796c@example.invalid,2025-08-28 09:09:58.687663+02,es,ES,True,,False
1o1mni7n8qmev24mnb,,2025-08-28 09:04:04.408378+02,es,ES,False,,False
1o1mni7n8qmev2i1mf,,2025-08-28 09:14:50.751371+02,es,US,False,11.8,False
1o1mni7n8qmev2qgr9,anon+ac70919548a4@example.invalid,2025-08-28 09:30:32.718034+02,es,ES,True,,False
1o1mni7n8qmev34cdm,,2025-08-28 09:32:08.98553+02,en,GB,False,,False
1o1mni7n8qmev37piy,anon+5b87c0b36a49@example.invalid,2025-08-28 09:33:33.804851+02,en,GB,True,0.0,True
1o1mni7n8qmev4eikh,anon+173c52d60add@example.invalid,2025-08-28 10:16:36.253614+02,it,IT,True,39.7,True
1o1mni7n8qmev4f8zg,anon+5f6ddf020dd9@example.invalid,2025-08-28 10:12:52.39393+02,de,DE,True,,False
1o1mni7n8qmev5pcjh,,2025-08-28 10:45:38.393727+02,en,GB,False,14.35,False
1o1mni7n8qmev60z0d,anon+a138397f4d84@example.invalid,2025-08-28 11:22:04.659667+02,fr,FR,True,,False
